h,r,t
567,53349,1
1090,130172,1
505,60069,1
1174,70080,1
1673,177961,1
658,101270,1
2185,103505,1
2274,111612,1
1868,143352,1
75,199835,1
963,206998,1
1945,91228,1
856,63259,1
515,144844,1
1832,100903,1
2253,80764,1
2248,182736,1
505,201757,1
808,140535,1
706,82023,1
1665,172720,1
309,58924,1
2372,224607,1
164,61789,1
102,181842,1
199,161475,1
407,145073,1
1990,107973,1
2262,90883,1
1486,181140,1
1595,213805,1
2456,196503,1
515,143597,1
2187,109321,1
306,108656,1
2129,222450,1
1945,47157,1
1395,133086,1
2310,98948,1
1032,54406,1
614,149506,1
32,54132,1
599,131757,1
244,140287,1
1282,145504,1
2422,219823,1
421,129256,1
1656,117283,1
1661,185797,1
421,141303,1
2129,227455,1
658,112280,1
1651,58629,1
686,122980,1
1163,44554,1
485,58664,1
208,47410,1
2115,211875,1
523,76074,1
870,92354,1
1898,48481,1
75,146509,1
1157,129098,1
1956,44752,1
1428,147778,1
802,142168,1
743,153915,1
1870,226644,1
1222,225506,1
421,200279,1
1338,189665,1
2049,151187,1
2458,44767,1
1187,195695,1
1969,96660,1
26,137561,1
774,120789,1
267,61953,1
1502,119216,1
2099,141065,1
242,107265,1
1407,210260,1
963,68651,1
599,144697,1
2350,180880,1
620,84167,1
1395,76050,1
523,70714,1
963,58556,1
337,155514,1
338,170643,1
2200,90510,1
713,125353,1
2129,161977,1
688,46819,1
2297,49188,1
1027,70695,1
1027,220944,1
1596,81844,1
709,195900,1
421,136153,1
3,182597,1
1502,224794,1
1223,208881,1
1973,218769,1
361,110753,1
963,188855,1
275,224883,1
947,154155,1
40,128646,1
1591,178126,1
1382,62848,1
2248,124425,1
278,209434,1
825,62168,1
1187,106209,1
866,216517,1
808,179397,1
1651,204649,1
436,174609,1
553,51833,1
1060,93009,1
1840,140464,1
65,74696,1
546,66368,1
40,146411,1
963,187242,1
1696,207620,1
175,186017,1
1929,70688,1
2374,187820,1
2476,170559,1
1485,206469,1
614,115993,1
2270,173811,1
1454,220487,1
254,130244,1
1935,119738,1
1163,141852,1
2378,64302,1
1003,182359,1
1612,104941,1
1009,170540,1
136,225949,1
1141,79811,1
1479,197692,1
1068,80948,1
1658,217627,1
649,109598,1
2073,105971,1
253,78443,1
1055,116308,1
2095,197815,1
2489,151493,1
1725,199743,1
1003,182359,1
540,75581,1
75,173219,1
485,221267,1
65,175522,1
1,136815,1
532,176421,1
338,102322,1
153,196456,1
2195,93559,1
1700,65581,1
2348,150573,1
1196,151406,1
267,122483,1
1966,86822,1
1596,203844,1
2441,88315,1
1756,194843,1
197,140017,1
599,159360,1
16,73760,1
115,154325,1
1000,105746,1
421,67832,1
515,78435,1
2374,156162,1
1141,79212,1
68,213084,1
1990,111760,1
252,167193,1
170,190418,1
614,128503,1
899,129290,1
1069,201664,1
1566,147970,1
1068,152715,1
1538,191880,1
162,84681,1
1598,122678,1
168,176294,1
2374,168314,1
364,140776,1
2262,209278,1
1673,85237,1
1945,217023,1
273,170025,1
2115,196972,1
856,105376,1
808,176304,1
1891,202686,1
1280,172404,1
1945,113337,1
1454,94900,1
1779,128817,1
1612,226941,1
1167,102662,1
170,195423,1
2464,76822,1
485,135104,1
1381,111302,1
599,180520,1
573,157615,1
1008,166434,1
52,102307,1
2374,97831,1
2476,196511,1
1326,154830,1
2099,190727,1
199,179873,1
1656,189715,1
32,190283,1
34,58158,1
2176,165015,1
1566,156114,1
2487,123581,1
1176,126546,1
2185,142927,1
607,50422,1
1465,119012,1
267,138393,1
1338,151011,1
1463,69074,1
242,168872,1
1949,97062,1
40,72835,1
1107,182664,1
1058,163528,1
1472,73950,1
2262,56992,1
1395,112875,1
1720,140183,1
1870,119120,1
1034,223969,1
1,222705,1
1170,163514,1
1720,51751,1
813,220860,1
2117,54244,1
1344,174701,1
1779,105806,1
267,219511,1
1358,188929,1
1548,221360,1
1539,72574,1
620,63269,1
739,124233,1
935,161246,1
2224,51734,1
421,94437,1
2444,126522,1
2268,122265,1
2049,90345,1
1526,166805,1
699,205407,1
1909,66638,1
766,49235,1
2211,220996,1
1400,142331,1
795,132892,1
1196,169208,1
1666,214625,1
2129,192741,1
1958,191476,1
1536,61182,1
692,141241,1
1911,185335,1
7,106503,1
1536,90889,1
1180,181024,1
1935,109100,1
712,51751,1
1898,74707,1
338,70519,1
740,144376,1
7,71015,1
1370,201290,1
1326,202310,1
1156,176996,1
305,150653,1
1735,68916,1
1892,173616,1
544,122994,1
619,91243,1
997,87253,1
164,177835,1
808,87920,1
1195,164975,1
1591,222803,1
1666,112049,1
614,190820,1
1596,126626,1
1898,145730,1
1280,225622,1
546,153608,1
1945,97589,1
713,112452,1
515,58784,1
1883,102809,1
1197,148688,1
515,191373,1
2348,103167,1
793,139239,1
908,172581,1
396,140956,1
2185,215504,1
622,223583,1
2463,45780,1
317,83501,1
1651,53420,1
1207,68020,1
275,78810,1
1661,92232,1
1156,103726,1
1621,46256,1
1197,156088,1
1886,186229,1
30,139360,1
1566,73891,1
1791,49664,1
990,70034,1
98,141522,1
515,169975,1
1566,161426,1
1979,78113,1
990,153808,1
599,81543,1
512,100650,1
1463,171559,1
1870,227218,1
1338,170861,1
267,94629,1
1008,132053,1
580,181791,1
2243,106092,1
1156,82328,1
73,186592,1
591,173475,1
1293,197963,1
267,224823,1
866,157110,1
283,149110,1
1163,168366,1
460,144787,1
2118,59429,1
1651,217869,1
242,168872,1
1338,200673,1
257,218218,1
2129,153538,1
1326,81166,1
44,185448,1
465,105781,1
337,172126,1
267,81974,1
1696,111998,1
1599,198383,1
2015,117025,1
1447,150712,1
1057,166741,1
2386,93101,1
168,184932,1
1326,199322,1
1067,126136,1
935,101427,1
1087,214221,1
2374,170263,1
2308,197033,1
1195,210802,1
2424,209550,1
2467,47705,1
548,184261,1
7,54092,1
2476,186317,1
1595,164715,1
1326,219308,1
1210,190535,1
1495,122009,1
290,187709,1
1693,90250,1
1516,216480,1
1131,194760,1
1266,188498,1
1039,214666,1
763,99370,1
808,199418,1
720,155134,1
1210,190640,1
1376,100495,1
755,91076,1
1693,90355,1
622,227986,1
2324,162302,1
1008,120208,1
2374,166726,1
789,193389,1
1777,99096,1
1970,193482,1
275,154440,1
929,148518,1
2374,147618,1
1003,177222,1
310,47915,1
364,93677,1
2040,133490,1
1735,99228,1
1935,148511,1
808,144200,1
1156,223871,1
283,222057,1
617,80246,1
1956,70321,1
1378,137466,1
808,80682,1
1357,92176,1
1915,113684,1
1735,168646,1
274,95501,1
103,146035,1
1720,149898,1
1135,193128,1
743,106507,1
2061,166125,1
338,212369,1
162,151826,1
89,112795,1
2348,202792,1
150,204980,1
1280,135758,1
2176,177974,1
465,50522,1
781,111975,1
1898,103329,1
1945,215879,1
642,72146,1
928,194152,1
141,69507,1
1930,144055,1
1510,159990,1
967,117210,1
720,81018,1
2495,169198,1
620,109943,1
16,118464,1
52,71360,1
1338,61184,1
2104,215300,1
2349,155312,1
1878,60946,1
1067,117535,1
2083,141889,1
2248,70381,1
713,112452,1
1911,51053,1
795,156015,1
2459,70526,1
30,170019,1
357,120722,1
1570,193904,1
2262,140869,1
270,191309,1
364,143137,1
242,138046,1
2243,136192,1
1651,68024,1
2476,131849,1
1720,49004,1
399,169105,1
267,96134,1
2262,51447,1
1897,161049,1
1574,54496,1
2481,143358,1
1003,60378,1
75,107077,1
686,167961,1
199,181050,1
1453,165011,1
1143,195171,1
244,65015,1
794,129274,1
720,75763,1
607,128001,1
1338,159062,1
2119,163045,1
1693,95562,1
7,68252,1
364,108079,1
990,223950,1
1536,67559,1
1945,87153,1
1372,143247,1
1665,205490,1
2099,168290,1
1008,104460,1
795,133100,1
1000,213947,1
804,62101,1
935,196319,1
1538,209950,1
1696,67092,1
1536,151416,1
808,162002,1
759,49131,1
1154,74170,1
1599,65956,1
283,214956,1
808,183367,1
123,136984,1
2176,96893,1
197,208251,1
1024,68581,1
617,193773,1
2099,71057,1
2294,52869,1
1898,73563,1
906,222791,1
787,166579,1
555,141988,1
242,46270,1
2200,71973,1
1197,124697,1
2471,166218,1
1949,110223,1
1170,170094,1
1174,56270,1
2374,103950,1
267,105696,1
2140,204798,1
480,218307,1
658,49229,1
1666,93140,1
658,121595,1
1673,130820,1
1174,161008,1
128,212221,1
1222,82157,1
2261,47712,1
1898,187149,1
2410,227787,1
1600,121592,1
138,190810,1
129,172826,1
1143,88692,1
194,206511,1
1009,191356,1
65,209607,1
1651,53523,1
1070,200810,1
1897,129553,1
2029,173379,1
759,215037,1
1298,209897,1
1612,68543,1
1338,201403,1
759,172474,1
175,124917,1
267,156664,1
1407,60236,1
166,70622,1
1661,156054,1
330,212440,1
2130,146270,1
3,141930,1
1087,225288,1
1454,61419,1
1696,112709,1
795,172465,1
713,216741,1
1266,188852,1
89,193056,1
1777,122713,1
2339,44876,1
2382,167568,1
1945,51592,1
1174,148458,1
2374,75249,1
1516,64885,1
2424,112426,1
1009,78319,1
740,57969,1
2264,51006,1
1486,181567,1
1365,172349,1
1503,208864,1
1730,218422,1
2243,210381,1
2463,129319,1
45,121019,1
1454,169144,1
935,217509,1
714,65575,1
1215,90722,1
1350,47597,1
1536,88100,1
1187,103477,1
2262,158333,1
1666,82647,1
2463,179282,1
1647,73218,1
2022,215127,1
1516,225934,1
1678,197584,1
216,201827,1
1591,199758,1
364,139794,1
1891,158377,1
2348,224014,1
2056,174486,1
305,177571,1
364,95731,1
1326,180413,1
1096,90268,1
2389,152626,1
267,91195,1
2253,210329,1
2185,44519,1
1115,180980,1
1958,93794,1
193,205185,1
338,141952,1
460,46575,1
1673,76247,1
592,111452,1
349,155048,1
193,174620,1
1138,49283,1
2467,195205,1
1661,108446,1
2164,181762,1
775,73887,1
368,58396,1
743,127939,1
2040,61931,1
364,118396,1
1383,59651,1
2308,209384,1
2262,103220,1
1752,205185,1
689,105632,1
267,56128,1
1998,208389,1
1156,166435,1
505,55903,1
267,144558,1
200,131122,1
2246,192462,1
592,74789,1
2224,57794,1
1457,53597,1
1596,215554,1
1408,126882,1
179,212712,1
981,46761,1
1945,125512,1
505,166989,1
1399,178773,1
802,123374,1
2215,154114,1
2374,181637,1
1008,48146,1
1666,170827,1
2040,79079,1
754,150117,1
2272,77267,1
2261,55524,1
129,181191,1
1338,53143,1
3,44183,1
242,100832,1
200,47056,1
573,165143,1
947,127909,1
1779,159539,1
1898,77733,1
441,75459,1
242,71134,1
1187,131539,1
808,155816,1
1419,168438,1
1661,200634,1
813,68382,1
1949,48114,1
1779,223162,1
2071,172299,1
1696,142924,1
242,69782,1
199,57019,1
1477,46401,1
2173,168193,1
551,63039,1
1121,145549,1
463,52575,1
52,55416,1
599,161824,1
2329,101141,1
1326,153865,1
832,102871,1
567,126893,1
1945,45039,1
1298,227872,1
1730,180271,1
1634,195616,1
295,188924,1
44,157861,1
101,72262,1
1789,113531,1
65,158260,1
1516,111513,1
816,140422,1
2381,90321,1
2348,226397,1
2348,198908,1
740,165014,1
2262,197300,1
1949,212563,1
1720,70976,1
774,209044,1
808,90338,1
2176,156775,1
614,188900,1
267,130057,1
1696,199005,1
1168,226345,1
190,191290,1
273,222713,1
2374,188639,1
23,96602,1
1612,138123,1
1000,226801,1
270,75332,1
1316,167712,1
1664,215281,1
32,210407,1
1218,53461,1
2262,53099,1
2469,79492,1
1666,85099,1
2444,93379,1
1000,224511,1
2487,191264,1
150,120602,1
785,190377,1
1443,47076,1
1008,86903,1
441,155097,1
1510,118436,1
2467,140399,1
1174,81939,1
777,103853,1
1805,87667,1
963,119453,1
2310,144842,1
808,110256,1
1840,139593,1
789,155437,1
1174,214030,1
851,69039,1
175,65300,1
620,171919,1
1538,70518,1
169,146444,1
754,104671,1
32,223707,1
410,127296,1
1352,178503,1
1338,173288,1
1395,195375,1
1464,51751,1
1699,200578,1
2248,212072,1
1485,47407,1
2262,111467,1
199,86343,1
1536,56499,1
759,224048,1
867,94388,1
1827,117483,1
1445,149371,1
754,46235,1
1382,206903,1
2463,138773,1
175,227806,1
830,219257,1
199,179508,1
2120,52951,1
197,144594,1
1184,166574,1
2224,123974,1
929,78908,1
1418,67183,1
648,217532,1
1472,171546,1
200,224614,1
1087,207731,1
1956,170872,1
1407,51751,1
2117,132841,1
1373,211609,1
1301,101538,1
759,112459,1
1911,92779,1
1596,60820,1
1873,145244,1
1157,110789,1
2095,197041,1
1765,179284,1
2176,98464,1
141,158801,1
573,60014,1
401,79259,1
1395,82539,1
460,52029,1
165,97008,1
1058,162899,1
1546,157792,1
415,148097,1
463,174612,1
338,44543,1
1666,113266,1
2431,89152,1
1720,177642,1
1338,189198,1
1949,143992,1
1502,130787,1
2099,121127,1
150,51596,1
808,210588,1
686,46331,1
2231,57621,1
1081,203959,1
44,51584,1
1911,51926,1
1326,159717,1
115,62368,1
617,158681,1
1516,112922,1
866,63744,1
505,192498,1
813,98356,1
407,146256,1
1158,119067,1
808,85495,1
2224,179947,1
179,141153,1
338,95511,1
1945,53953,1
739,206588,1
808,203728,1
200,92670,1
2415,105165,1
1067,54543,1
102,99504,1
1979,177420,1
963,121547,1
795,190196,1
658,139761,1
1338,200103,1
1735,80248,1
1666,120058,1
796,53628,1
830,49755,1
1489,73627,1
1008,81955,1
2464,122011,1
1598,90141,1
34,192994,1
1156,203504,1
1779,85585,1
50,179057,1
2104,145352,1
482,62610,1
1068,122939,1
275,206483,1
716,150583,1
2464,181521,1
795,149420,1
563,192347,1
65,167655,1
562,194974,1
2117,63416,1
2253,196530,1
2324,142819,1
1952,128941,1
1390,91945,1
1536,95466,1
164,130092,1
2308,157030,1
2482,95686,1
1187,140550,1
929,45404,1
515,84924,1
1157,149546,1
599,111325,1
305,163877,1
1945,75553,1
1979,71680,1
1298,44490,1
897,195277,1
75,54624,1
602,46544,1
1153,144528,1
283,107535,1
975,159229,1
1809,223378,1
620,90798,1
421,197454,1
2330,45725,1
267,170927,1
2262,178894,1
614,62808,1
1008,59049,1
68,173897,1
1783,88547,1
2329,93563,1
1756,46501,1
162,73615,1
275,201333,1
1677,113648,1
267,45738,1
30,96369,1
1197,178220,1
1775,165685,1
620,201893,1
1096,90678,1
2503,202562,1
270,120198,1
854,203936,1
466,205045,1
2289,52425,1
45,129030,1
1870,190479,1
2324,88854,1
68,213989,1
1779,104895,1
34,76694,1
100,128250,1
396,75215,1
1144,152714,1
228,199151,1
40,101736,1
1373,211666,1
519,131092,1
337,96832,1
963,93752,1
1090,176827,1
2068,56977,1
267,222947,1
830,111707,1
482,48109,1
1395,133806,1
1949,66783,1
1009,172618,1
1280,133470,1
62,192228,1
2262,107726,1
856,218495,1
2415,191490,1
1280,136870,1
2388,63339,1
575,167360,1
1376,64259,1
166,225536,1
2374,115225,1
575,176373,1
1321,167382,1
1720,76189,1
1931,124803,1
532,95585,1
1756,49672,1
2463,170795,1
1898,195924,1
772,173991,1
720,61175,1
2389,147886,1
1463,204596,1
1527,125252,1
1069,61063,1
540,202215,1
396,184793,1
559,180489,1
1485,126736,1
2200,91548,1
1566,44319,1
2185,226978,1
830,69710,1
825,70171,1
2015,223579,1
2424,177490,1
1187,173160,1
3,46294,1
2374,166097,1
2176,45908,1
1436,129703,1
1765,48749,1
1326,108408,1
830,87475,1
699,211288,1
2040,132852,1
254,201142,1
866,127529,1
2486,93813,1
935,102161,1
353,181939,1
1945,45102,1
1596,132749,1
364,119451,1
342,117633,1
1795,216857,1
713,203113,1
1935,147978,1
1898,48481,1
1466,184435,1
978,52297,1
1656,161049,1
2261,133410,1
813,61855,1
1090,207545,1
1666,136380,1
1945,66267,1
1316,186486,1
1566,105082,1
1030,70275,1
1418,191123,1
1898,48481,1
1008,131037,1
2424,178225,1
1911,141058,1
983,185092,1
990,52506,1
739,197399,1
990,172990,1
1471,191893,1
2261,114407,1
2374,226860,1
51,222555,1
2316,81159,1
1779,91542,1
1463,185090,1
396,165287,1
1187,93249,1
254,118074,1
1210,200656,1
881,171095,1
2185,216485,1
1973,123183,1
40,96373,1
45,194670,1
935,194184,1
614,220261,1
1536,131130,1
1336,124680,1
1693,190310,1
1137,183962,1
1510,141954,1
798,80501,1
1143,150027,1
766,76725,1
1661,98113,1
713,219023,1
1666,121030,1
485,54658,1
1736,115543,1
1376,226967,1
472,79014,1
1666,98745,1
2471,133686,1
2467,101299,1
511,176528,1
1756,157770,1
1210,87185,1
1716,97154,1
1214,53858,1
2232,167736,1
1656,143185,1
1536,211166,1
305,162878,1
396,223655,1
1720,187687,1
1839,218996,1
75,154016,1
759,61815,1
1465,80913,1
532,181226,1
441,102789,1
1008,70011,1
2102,58731,1
242,187033,1
1458,81953,1
1883,221938,1
1643,82520,1
2315,123151,1
2109,171172,1
2243,121661,1
794,79136,1
244,111415,1
1626,214191,1
1911,56682,1
698,191654,1
1566,192015,1
2176,189508,1
863,61573,1
1463,118374,1
150,95168,1
1949,195273,1
1651,198952,1
1485,167751,1
1008,223765,1
1664,212589,1
2129,168689,1
243,130645,1
164,202726,1
929,203164,1
1647,165813,1
883,171761,1
234,105514,1
940,225003,1
190,73879,1
1510,143508,1
2099,227477,1
795,46203,1
175,83068,1
1963,165691,1
421,187905,1
1298,66462,1
1606,140306,1
1409,81017,1
498,165488,1
162,188707,1
1009,189375,1
1956,67797,1
250,193481,1
348,86256,1
1651,103671,1
1735,97359,1
2086,94542,1
548,89681,1
1345,142806,1
2084,188845,1
1651,109466,1
441,67123,1
856,128128,1
364,98553,1
1598,144078,1
2264,144964,1
929,66768,1
614,204513,1
162,146249,1
1008,68261,1
35,69426,1
614,144290,1
1631,157274,1
146,117897,1
1491,51654,1
1911,190720,1
808,105013,1
1143,176842,1
30,209171,1
44,47347,1
799,59731,1
2104,154070,1
562,128022,1
1704,156242,1
294,171063,1
1666,78609,1
1351,123933,1
1215,208135,1
2402,46071,1
574,204509,1
614,159660,1
825,178306,1
1143,137679,1
1185,107997,1
267,190843,1
2486,74972,1
826,214399,1
2329,107613,1
1666,78714,1
1691,137097,1
2262,103190,1
1651,129018,1
1651,186846,1
1326,75307,1
1730,188339,1
1130,168392,1
260,53135,1
2374,53318,1
2443,63366,1
2315,117498,1
876,60709,1
1047,111609,1
1008,209264,1
410,161921,1
1338,51965,1
2378,64236,1
1167,62331,1
1454,196975,1
1044,74778,1
658,45603,1
1346,77335,1
99,226906,1
1956,97810,1
16,107062,1
1096,200725,1
1735,98624,1
208,211318,1
2232,223116,1
777,143588,1
1629,58444,1
515,94077,1
830,117989,1
3,105015,1
465,72816,1
519,99200,1
441,212674,1
866,73812,1
16,79307,1
573,107847,1
2324,51609,1
883,66424,1
2481,125231,1
2452,137852,1
2467,103856,1
146,151572,1
1064,172247,1
1973,75274,1
1935,81319,1
2083,193742,1
1666,175802,1
699,193092,1
175,217569,1
267,55604,1
1666,166894,1
1779,169266,1
234,167936,1
658,153482,1
267,209253,1
168,200958,1
2262,131147,1
283,207089,1
1591,61486,1
168,118323,1
929,53415,1
1135,189559,1
1455,88130,1
908,49240,1
1293,67665,1
1174,161779,1
1060,89503,1
2262,221182,1
546,190003,1
1651,192496,1
573,144056,1
1436,131959,1
129,77881,1
1945,47358,1
1154,186237,1
669,164635,1
2389,59431,1
1495,165514,1
2434,168222,1
1956,116287,1
935,83462,1
338,109076,1
2382,115081,1
2387,45307,1
546,87322,1
1696,135253,1
1945,47463,1
1197,111470,1
813,178944,1
515,222530,1
65,110197,1
1857,156732,1
44,157328,1
1911,212732,1
244,54567,1
2424,75139,1
2147,84450,1
472,123293,1
465,198051,1
305,224808,1
739,175300,1
1280,59320,1
1777,210485,1
175,197074,1
1696,87182,1
757,95978,1
283,213986,1
1210,66489,1
1666,80018,1
2000,154474,1
421,148904,1
290,58163,1
1170,66380,1
1999,56710,1
1935,199407,1
267,95974,1
1394,135701,1
162,94835,1
1685,49384,1
2329,126682,1
1489,166185,1
1316,57959,1
709,99275,1
356,161744,1
2246,152630,1
1403,206943,1
7,73435,1
869,162987,1
441,119909,1
2424,168679,1
1956,191197,1
1949,84551,1
46,151841,1
1898,71346,1
2422,88537,1
170,171204,1
2415,148300,1
343,186205,1
1656,187899,1
1419,173459,1
505,132952,1
1395,142915,1
1850,90794,1
853,194963,1
1716,48831,1
1591,108356,1
1156,154435,1
399,128188,1
147,200220,1
170,119733,1
870,216941,1
1058,178472,1
2348,188122,1
361,186448,1
2339,58262,1
150,77611,1
1008,205645,1
1911,138164,1
2262,69541,1
25,168561,1
2310,193229,1
2374,189373,1
1671,217370,1
798,75820,1
2262,187774,1
338,149624,1
197,99345,1
1187,112767,1
1333,93876,1
1307,213989,1
1197,129167,1
866,188702,1
1998,66234,1
197,198384,1
162,104493,1
1395,111173,1
1730,149182,1
357,44272,1
407,92863,1
2374,93987,1
1197,187100,1
1352,144525,1
573,219885,1
2410,200059,1
898,89797,1
1316,109371,1
2424,196627,1
210,97197,1
1510,112657,1
1124,151469,1
1556,191523,1
16,70561,1
1756,91253,1
1839,180138,1
748,203155,1
1870,85882,1
1945,142801,1
168,82964,1
1779,171823,1
505,163304,1
2262,74833,1
162,137705,1
1197,50046,1
357,131217,1
2261,127318,1
1707,225766,1
1298,227872,1
1153,208499,1
1979,60415,1
739,180612,1
283,149423,1
2029,114697,1
1247,185611,1
168,93176,1
1079,210874,1
164,165577,1
189,143720,1
505,138602,1
1735,217454,1
1945,123798,1
1485,102751,1
32,148163,1
1222,133585,1
1612,99896,1
551,226481,1
798,188903,1
541,52975,1
1187,194695,1
175,87034,1
1090,181242,1
1125,75651,1
1009,96020,1
685,197226,1
2457,142768,1
754,89637,1
189,219495,1
1185,174881,1
1015,134705,1
3,184710,1
410,188793,1
2482,138676,1
472,105690,1
1353,178868,1
2261,219506,1
1666,147445,1
739,148954,1
614,116058,1
2339,225245,1
1014,163744,1
1516,102033,1
1908,154834,1
1342,68704,1
1516,135054,1
2040,165187,1
929,157781,1
1280,174904,1
1354,108976,1
267,75076,1
847,138570,1
1197,164995,1
627,67974,1
1316,131743,1
2040,117977,1
588,119917,1
270,209706,1
1039,102829,1
658,183666,1
1891,182376,1
407,94775,1
1839,88120,1
866,215622,1
830,107155,1
2406,106918,1
2348,142068,1
866,58226,1
2049,78238,1
1376,115799,1
1779,123772,1
1214,142649,1
283,62652,1
1921,169633,1
587,137091,1
883,125801,1
1777,91988,1
739,77224,1
658,204561,1
2104,143237,1
1574,98617,1
267,115583,1
1945,69225,1
846,137294,1
1354,202516,1
2164,108482,1
267,152456,1
441,209240,1
2248,168703,1
574,171099,1
1163,79839,1
671,48764,1
808,190802,1
1197,52054,1
1666,144955,1
1395,61087,1
2489,177001,1
2382,73430,1
1179,172397,1
1068,133768,1
1516,100283,1
1349,83574,1
208,114893,1
421,44877,1
519,168141,1
1898,216249,1
1000,189379,1
1945,222883,1
1008,91441,1
353,172356,1
1156,135594,1
1316,45657,1
175,201698,1
283,138680,1
1979,176552,1
1574,142408,1
1784,55995,1
1666,185563,1
1735,104377,1
880,176689,1
819,109969,1
168,192954,1
1354,100088,1
32,196143,1
2049,197834,1
2374,136712,1
1503,127249,1
2244,73199,1
45,161422,1
1395,100970,1
2339,115091,1
1293,94034,1
575,145827,1
1357,219453,1
1271,217323,1
267,50210,1
1338,183717,1
981,89019,1
573,202396,1
1945,52937,1
1030,128172,1
1935,190863,1
1407,68981,1
410,103914,1
2340,176192,1
1314,209304,1
2262,158673,1
759,189971,1
686,194403,1
129,193723,1
1454,190544,1
1023,161172,1
338,169265,1
2315,187684,1
808,180309,1
1956,91237,1
1175,175270,1
168,47815,1
2385,52661,1
317,128052,1
1037,175743,1
511,154793,1
1395,57265,1
1003,137053,1
830,206240,1
1358,98456,1
75,169126,1
1891,141821,1
305,75125,1
1516,91395,1
505,90588,1
283,89467,1
2315,192689,1
1090,60223,1
2374,96146,1
16,72615,1
1693,133517,1
905,198602,1
115,177458,1
45,87306,1
1485,147263,1
572,153987,1
2049,155916,1
851,69432,1
840,102299,1
1352,163631,1
1873,133270,1
1805,104705,1
425,147480,1
795,114136,1
1883,85109,1
357,195792,1
929,140209,1
1157,115614,1
1656,146692,1
317,179896,1
1673,77831,1
2467,153726,1
193,184717,1
1156,59518,1
1956,87372,1
47,138633,1
210,116669,1
28,111544,1
1135,94688,1
34,167741,1
2495,222350,1
1944,140526,1
2176,52276,1
599,214882,1
1911,134625,1
2374,130401,1
197,59751,1
414,190965,1
822,86601,1
30,65550,1
1395,143840,1
720,76351,1
162,62138,1
1579,147711,1
1720,146341,1
2261,125739,1
1163,145661,1
1017,191998,1
1037,99232,1
2083,162948,1
2310,64501,1
940,174209,1
3,186764,1
614,118112,1
759,166823,1
2315,213351,1
396,82846,1
164,129625,1
732,192216,1
776,97057,1
1068,151337,1
1495,99912,1
607,173762,1
388,226249,1
253,144080,1
1956,58109,1
626,186592,1
1604,90014,1
2464,163499,1
2486,82682,1
421,52081,1
1536,48165,1
2129,46855,1
546,184016,1
339,205500,1
1196,118100,1
1730,132435,1
2242,161665,1
162,73043,1
1756,102522,1
720,183534,1
1473,67683,1
1454,140985,1
1003,116536,1
2095,90183,1
1666,63231,1
294,55294,1
12,51744,1
575,77466,1
1945,122759,1
164,121975,1
1873,64264,1
840,210292,1
1280,102148,1
1596,150183,1
75,128580,1
1058,111617,1
170,201627,1
2467,214256,1
1881,171683,1
40,73139,1
2231,120129,1
689,45266,1
553,135019,1
1143,135496,1
1135,115708,1
270,175350,1
978,206177,1
1596,147893,1
2262,195680,1
2,96002,1
1872,128901,1
669,133242,1
1008,145071,1
338,120246,1
1407,99745,1
1956,95079,1
990,52737,1
1338,132408,1
466,160892,1
1000,189379,1
34,175448,1
1202,52866,1
1197,122640,1
1613,221186,1
2055,169954,1
2115,112160,1
795,65386,1
1690,66953,1
935,188058,1
1756,204197,1
1135,67637,1
743,132983,1
623,56163,1
1718,219255,1
1135,191483,1
505,175780,1
2243,92322,1
2071,218014,1
1463,212872,1
1009,110681,1
1556,49103,1
1376,157218,1
1637,59107,1
1266,152083,1
197,201052,1
2022,95192,1
1338,208183,1
1735,99736,1
1197,176003,1
2071,94273,1
388,170333,1
2224,50896,1
1023,125014,1
1338,70947,1
2243,139890,1
1657,200450,1
532,178847,1
640,202731,1
396,81645,1
309,86310,1
832,163133,1
1163,61035,1
990,47491,1
740,226164,1
982,171777,1
175,122965,1
1185,196690,1
1143,191574,1
373,91206,1
1536,190442,1
1326,201367,1
614,64349,1
1269,62150,1
1487,136933,1
1326,87991,1
162,78355,1
1376,152673,1
150,182815,1
168,184410,1
77,147641,1
1197,163453,1
2467,223306,1
270,203412,1
1691,191924,1
906,227997,1
2486,47141,1
613,45212,1
410,146841,1
254,51484,1
1656,157654,1
1958,184728,1
620,157653,1
2324,101456,1
1599,115512,1
2467,66015,1
856,102189,1
813,63175,1
278,57166,1
2262,181284,1
364,153897,1
2374,181531,1
1298,183816,1
740,97333,1
1666,112893,1
883,214555,1
511,100286,1
1673,161981,1
2080,51231,1
876,70794,1
1945,148966,1
1336,83098,1
739,112007,1
2200,66928,1
44,163010,1
1502,128837,1
175,114762,1
1141,70176,1
2374,141468,1
2132,79574,1
275,126787,1
1945,147614,1
1739,135316,1
1067,52122,1
1973,158314,1
1300,142722,1
1673,168434,1
187,179946,1
685,147633,1
45,57702,1
674,125890,1
283,88218,1
242,168872,1
1187,193608,1
1510,111067,1
1911,115281,1
1077,49946,1
1721,225699,1
175,214545,1
1494,156703,1
293,103680,1
472,159926,1
364,222630,1
1945,168779,1
195,95519,1
260,62729,1
32,216599,1
68,163332,1
2185,172397,1
2329,49834,1
1060,212711,1
1084,149875,1
162,138615,1
1122,147268,1
990,79996,1
1163,205978,1
364,62121,1
1574,226592,1
2253,194475,1
2316,227839,1
1596,222720,1
1776,132438,1
170,101503,1
1707,216581,1
1079,154779,1
2058,227471,1
1696,152275,1
